,dataset,split,task_id,model,code,result,compiled,passed_tests,avg_test_time,loc,lloc,sloc,comments,multi,blank,single_comments,CC,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,MI
65,mbpp,train,65,canonical_solution,"# Write a function to count occurrence of a character in a string.
def count_char(string,char):
 count = 0
 for i in range(len(string)):
    if(string[i] == char):
        count = count + 1
 return count",passed,True,True,2.7194199999295656e-05,7,6,6,1,0,0,1,3,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,96.17368815601037
66,mbpp,train,66,canonical_solution,"# Write a python function to count number of vowels in the string.
def Check_Vow(string, vowels): 
    final = [each for each in string if each in vowels] 
    return(len(final)) 
",passed,True,True,2.6942833333502373e-05,4,3,3,1,0,0,1,3,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
67,mbpp,train,67,canonical_solution,"# Write a python function to replace multiple occurence of character by single.
import re 
def replace(string, char): 
    pattern = char + '{2,}'
    string = re.sub(pattern, char, string) 
    return string ",passed,True,True,4.1517433333145465e-05,6,5,5,1,0,0,1,1,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
68,mbpp,train,68,canonical_solution,"# Write a function to check whether the given ip address is valid or not using regex.
import re 
regex = '''^(25[0-5]|2[0-4][0-9]|[0-1]?[0-9][0-9]?)\.( 
			25[0-5]|2[0-4][0-9]|[0-1]?[0-9][0-9]?)\.( 
			25[0-5]|2[0-4][0-9]|[0-1]?[0-9][0-9]?)\.( 
			25[0-5]|2[0-4][0-9]|[0-1]?[0-9][0-9]?)$'''
def check_IP(Ip): 
	if(re.search(regex, Ip)): 
		return (""Valid IP address"") 
	else: 
		return (""Invalid IP address"") ",passed,True,True,3.0044000000846913e-05,11,7,10,1,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
69,mbpp,train,69,canonical_solution,"# Write a python function to check whether a sequence of numbers has a decreasing trend or not.
def decreasing_trend(nums):
    if (sorted(nums)== nums):
        return True
    else:
        return False",passed,True,True,4.098460000060792e-05,6,5,5,1,0,0,1,2,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
70,mbpp,train,70,canonical_solution,"# Write a python function to set the right most unset bit.
import math 
def get_Pos_Of_Right_most_Set_Bit(n): 
    return int(math.log2(n&-n)+1)   
def set_Right_most_Unset_Bit(n): 
    if (n == 0): 
        return 1
    if ((n & (n + 1)) == 0):     
        return n 
    pos = get_Pos_Of_Right_most_Set_Bit(~n)      
    return ((1 << (pos - 1)) | n) ",passed,True,True,2.5611400000021454e-05,11,10,10,1,0,0,1,1,8,12,11,20,20,31,67.01955000865388,133.97977094150824,6.666666666666667,893.1984729433883,49.6221373857438,0.04465992364716941,80.70641317272384
71,mbpp,train,71,canonical_solution,"# Write a function to find maximum of three numbers.
def max_of_three(num1,num2,num3): 
    if (num1 >= num2) and (num1 >= num3):
       lnum = num1
    elif (num2 >= num1) and (num2 >= num3):
       lnum = num2
    else:
       lnum = num3
    return lnum",passed,True,True,3.491170000036921e-05,9,8,8,1,0,0,1,5,2,7,6,12,9,18,21.651484454403228,57.058650025961626,1.7142857142857142,97.8148286159342,5.434157145329678,0.019019550008653876,86.88521561640762
72,mbpp,train,72,canonical_solution,"# Write a python function to convert a list of multiple integers into a single integer.
def convert(list): 
    s = [str(i) for i in list] 
    res = int("""".join(s))  
    return (res) ",passed,True,True,3.977736666532413e-05,5,4,4,1,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
73,mbpp,train,73,canonical_solution,"# Write a function to remove duplicate words from a given string using collections module.
from collections import OrderedDict
def remove_duplicate(string):
  result = ' '.join(OrderedDict((w,w) for w in string.split()).keys())
  return result",passed,True,True,3.8306999999804245e-05,5,4,4,1,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
74,mbpp,train,74,canonical_solution,"# Write a function to add two integers. however, if the sum is between the given range it will return 20.
def sum_nums(x, y,m,n):
    sum_nums= x + y
    if sum_nums in range(m, n):
        return 20
    else:
        return sum_nums",passed,True,True,3.7602233332260465e-05,7,6,6,1,0,0,1,2,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,96.30819107998695
75,mbpp,train,75,canonical_solution,"# Write a function to remove everything except alphanumeric characters from the given string by using regex.
import re
def remove_extra_char(text1):
  pattern = re.compile('[\W_]+')
  return (pattern.sub('', text1))",passed,True,True,2.355066666742308e-05,5,4,4,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
76,mbpp,train,76,canonical_solution,"# Write a function to check if the triangle is valid or not.
def validity_triangle(a,b,c):
 total = a + b + c
 if total == 180:
    return True
 else:
    return False",passed,True,True,3.431403332948927e-05,7,6,6,1,0,0,1,2,2,6,3,6,8,9,17.509775004326936,27.0,1.0,27.0,1.5,0.009,94.62239853253543
77,mbpp,train,77,canonical_solution,"# Write a python function to remove spaces from a given string.
def remove_spaces(str1):
  str1 = str1.replace(' ','')
  return str1",passed,True,True,2.619303333328086e-05,4,3,3,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
78,mbpp,train,78,canonical_solution,"# Write a function to access dictionary key’s element by index.
def access_key(ditionary,key):
  return list(ditionary)[key]",passed,True,True,5.5519099998946333e-05,3,2,2,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
79,mbpp,train,79,canonical_solution,"# Write a python function to check whether a sequence of numbers has an increasing trend or not.
def increasing_trend(nums):
    if (sorted(nums)== nums):
        return True
    else:
        return False",passed,True,True,4.329403333448075e-05,6,5,5,1,0,0,1,2,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
80,mbpp,train,80,canonical_solution,"# Write a python function to find the smallest prime divisor of a number.
def smallest_Divisor(n): 
    if (n % 2 == 0): 
        return 2; 
    i = 3;  
    while (i*i <= n): 
        if (n % i == 0): 
            return i; 
        i += 2; 
    return n; ",passed,True,True,2.4997800005621683e-05,10,9,9,1,0,0,1,4,5,7,7,14,12,21,31.26112492884004,75.28421251514429,5.0,376.42106257572146,20.912281254206746,0.025094737505048096,84.1332901931278
81,mbpp,train,81,canonical_solution,"# Write a function to multiply two lists using map and lambda function.
def mul_list(nums1,nums2):
  result = map(lambda x, y: x * y, nums1, nums2)
  return list(result)",passed,True,True,6.518250000008645e-05,4,4,3,1,0,0,1,1,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
82,mbpp,train,82,canonical_solution,"# Write a python function to check whether the given number can be represented by sum of two squares or not.
def sum_Square(n) : 
    i = 1 
    while i*i <= n : 
        j = 1
        while (j*j <= n) : 
            if (i*i+j*j == n) : 
                return True
            j = j+1
        i = i+1     
    return False",passed,True,True,2.960386666662392e-05,11,10,10,1,0,0,1,4,4,9,10,20,13,30,36.52932501298081,111.01319154423277,4.444444444444445,493.39196241881234,27.410664578822907,0.03700439718141092,81.14372714926601
83,mbpp,train,83,canonical_solution,"# Write a python function to count occurences of a character in a repeated string.
def count_Char(str,x): 
    count = 0
    for i in range(len(str)):  
        if (str[i] == x) : 
            count += 1
    n = 10
    repititions = n // len(str)  
    count = count * repititions  
    l = n % len(str)  
    for i in range(l): 
        if (str[i] == x):  
            count += 1
    return count  ",passed,True,True,3.4742299999379614e-05,14,13,13,1,0,0,1,5,5,9,7,14,14,21,40.13896548741762,79.95445336320968,3.888888888888889,310.93398530137097,17.27411029452061,0.026651484454403226,77.59826033873647
84,mbpp,train,84,canonical_solution,"# Write a python function to find sum of prime numbers between 1 to n.
def sum_Of_Primes(n): 
    prime = [True] * (n + 1)  
    p = 2
    while p * p <= n: 
        if prime[p] == True:  
            i = p * 2
            while i <= n: 
                prime[i] = False
                i += p 
        p += 1    
    sum = 0
    for i in range (2,n + 1): 
        if(prime[i]): 
            sum += i 
    return sum",passed,True,True,2.8604633333391877e-05,16,15,15,1,0,0,1,6,4,10,11,22,14,33,41.219280948873624,125.64271242790092,4.4,552.8279346827641,30.712663037931335,0.04188090414263364,73.74742726801777
85,mbpp,train,85,canonical_solution,"# Write a function to find the frequency of each element in the given list.
from collections import defaultdict 
def freq_element(test_tup):
  res = defaultdict(int)
  for ele in test_tup:
    res[ele] += 1
  return (str(dict(res))) ",passed,True,True,8.517916666429907e-05,7,6,6,1,0,0,1,2,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,99.90348152172656
86,mbpp,train,86,canonical_solution,"# Write a function to find the greatest common divisor (gcd) of two integers by using recursion.
def recur_gcd(a, b):
	low = min(a, b)
	high = max(a, b)
	if low == 0:
		return high
	elif low == 1:
		return 1
	else:
		return recur_gcd(low, high%low)",passed,True,True,3.205363332957252e-05,10,9,9,1,0,0,1,3,2,4,3,6,6,9,10.0,23.264662506490403,1.5,34.89699375973561,1.938721875540867,0.007754887502163467,87.83886992379642
87,mbpp,train,87,canonical_solution,"# Write a function to get the length of a complex number.
import cmath
def len_complex(a,b):
  cn=complex(a,b)
  length=abs(cn)
  return length",passed,True,True,3.4609766665501714e-05,6,5,5,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
88,mbpp,train,88,canonical_solution,"# ## write a function to find the minimum number of jumps to reach the end of the array for the given array of integers where each element represents the max number of steps that can be made forward from that element. > indented block > indented block
def min_jumps(arr, n):
	jumps = [0 for i in range(n)]
	if (n == 0) or (arr[0] == 0):
		return float('inf')
	jumps[0] = 0
	for i in range(1, n):
		jumps[i] = float('inf')
		for j in range(i):
			if (i <= j + arr[j]) and (jumps[j] != float('inf')):
				jumps[i] = min(jumps[i], jumps[j] + 1)
				break
	return jumps[n-1]",passed,True,True,7.864943333212674e-05,13,12,12,1,0,0,1,8,7,15,9,18,22,27,78.25484338853101,120.40465370320703,4.2,505.69954555346953,28.094419197414975,0.04013488456773568,77.27958770856814
89,mbpp,train,89,canonical_solution,"# Write a function to multiply consecutive numbers of a given list.
def mul_consecutive_nums(nums):
    result = [b*a for a, b in zip(nums[:-1], nums[1:])]
    return result",passed,True,True,6.37547333335912e-05,4,4,3,1,0,0,1,2,2,3,2,3,5,5,6.754887502163469,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034,100.0
90,mbpp,train,90,canonical_solution,"# Write a function to group the 1st elements on the basis of 2nd elements in the given tuple list.
from itertools import groupby 
def group_element(test_list):
  res = dict()
  for key, val in groupby(sorted(test_list, key = lambda ele: ele[1]), key = lambda ele: ele[1]):
    res[key] = [ele[0] for ele in val] 
  return (res)
",passed,True,True,0.00015800573333422108,7,6,6,1,0,0,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
91,mbpp,train,91,canonical_solution,"# Write a python function to find the last two digits in factorial of a given number.
def last_Two_Digits(N): 
    if (N >= 10): 
        return
    fac = 1
    for i in range(1,N + 1): 
        fac = (fac * i) % 100
    return (fac) ",passed,True,True,2.7349066658644006e-05,8,7,7,1,0,0,1,3,4,7,4,8,11,12,27.651484454403228,41.51317942364757,2.2857142857142856,94.88726725405158,5.27151484744731,0.01383772647454919,90.46055412215364
92,mbpp,train,92,canonical_solution,"# Write a function to remove multiple spaces in a string by using regex.
import re
def remove_multiple_spaces(text1):
  return (re.sub(' +',' ',text1))",passed,True,True,3.133213333512685e-05,4,3,3,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
93,mbpp,train,93,canonical_solution,"# Write a function to extract unique values from the given dictionary values.
def extract_unique(test_dict):
  res = list(sorted({ele for val in test_dict.values() for ele in val}))
  return res",passed,True,True,0.00017791386666961748,4,3,3,1,0,0,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
94,mbpp,train,94,canonical_solution,"# Write a function to check if each element of the second tuple is greater than its corresponding index in the first tuple.
def check_greater(test_tup1, test_tup2):
  res = all(x < y for x, y in zip(test_tup1, test_tup2))
  return (res) ",passed,True,True,5.7166633333357215e-05,4,3,3,1,0,0,1,2,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
95,mbpp,train,95,canonical_solution,"# Write a function to zip two given lists of lists.
def zip_list(list1,list2):  
 result = list(map(list.__add__, list1, list2)) 
 return result",passed,True,True,0.00015986203333303214,4,3,3,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
96,mbpp,train,96,canonical_solution,"# Write a function to find number of even elements in the given list using lambda function.
def count_even(array_nums):
   count_even = len(list(filter(lambda x: (x%2 == 0) , array_nums)))
   return count_even",passed,True,True,5.919683333483287e-05,4,4,3,1,0,0,1,1,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,100.0
97,mbpp,train,97,canonical_solution,"# Write a function to sort dictionary items by tuple product of keys for the given dictionary with tuple keys.
def sort_dict_item(test_dict):
  res = {key: test_dict[key] for key in sorted(test_dict.keys(), key = lambda ele: ele[1] * ele[0])}
  return  (res) 
",passed,True,True,0.0001167078999998239,4,4,3,1,0,0,1,2,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
98,mbpp,train,98,canonical_solution,"# Write a python function to find the minimum number of swaps required to convert one binary string to another.
def min_Swaps(str1,str2) : 
    count = 0
    for i in range(len(str1)) : 
        if str1[i] != str2[i] : 
            count += 1
    if count % 2 == 0 : 
        return (count // 2) 
    else : 
        return (""Not Possible"") ",passed,True,True,3.3755033333212246e-05,10,9,9,1,0,0,1,4,5,7,5,10,12,15,31.26112492884004,53.77443751081735,3.5714285714285716,192.0515625386334,10.6695312521463,0.017924812503605784,85.15648062028004
99,mbpp,train,99,canonical_solution,"# Write a function to count the number of elements in a list which are within a specific range.
def count_range_in_list(li, min, max):
	ctr = 0
	for x in li:
		if min <= x <= max:
			ctr += 1
	return ctr",passed,True,True,6.0014199999613996e-05,7,6,6,1,0,0,1,3,2,5,3,5,7,8,13.60964047443681,22.458839376460833,1.0,22.458839376460833,1.2477132986922685,0.007486279792153611,95.04789179829898
100,mbpp,train,100,canonical_solution,"# Write a function to find the equilibrium index of the given array.
def equilibrium_index(arr):
  total_sum = sum(arr)
  left_sum=0
  for i, num in enumerate(arr):
    total_sum -= num
    if left_sum == total_sum:
      return i
    left_sum += num
  return -1",passed,True,True,4.9611166666352347e-05,10,9,9,1,0,0,1,3,4,4,4,7,8,11,16.0,33.0,3.5,115.5,6.416666666666667,0.011,86.7758440112918
101,mbpp,train,101,canonical_solution,"# Write a function to find the minimum number of elements that should be removed such that amax-amin<=k.
def find_ind(key, i, n, 
			k, arr):
	ind = -1
	start = i + 1
	end = n - 1;
	while (start < end):
		mid = int(start +
				(end - start) / 2)
		if (arr[mid] - key <= k):
			ind = mid
			start = mid + 1
		else:
			end = mid
	return ind
def removals(arr, n, k):
	ans = n - 1
	arr.sort()
	for i in range(0, n):
		j = find_ind(arr[i], i, 
					n, k, arr)
		if (j != -1):
			ans = min(ans, n -
						(j - i + 1))
	return ans",passed,True,True,7.880956666668955e-05,25,20,24,1,0,0,1,3,7,20,16,30,27,46,106.09004635215048,218.7248250995196,5.25,1148.3053317724778,63.79474065402654,0.0729082750331732,66.56469648601298
102,mbpp,train,102,canonical_solution,"# Write a function to check whether the given key is present in the dictionary or not.
def is_key_present(d,x):
  if x in d:
    return True
  else:
     return False",passed,True,True,7.96245000003637e-05,6,5,5,1,0,0,1,2,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
103,mbpp,train,103,canonical_solution,"# Write a function to calculate the harmonic sum of n-1.
def harmonic_sum(n):
  if n < 2:
    return 1
  else:
    return 1 / n + (harmonic_sum(n - 1))",passed,True,True,3.634199999851262e-05,6,5,5,1,0,0,1,2,4,5,4,8,9,12,19.60964047443681,38.03910001730775,3.2,121.72512005538482,6.762506669743601,0.012679700005769252,96.79958937626544
104,mbpp,train,104,canonical_solution,"# Write a function to sort a list of lists by length and value.
def sort_sublists(list1):
      list1.sort()  
      list1.sort(key=len)
      return  list1",passed,True,True,0.0001496751999980006,5,4,4,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
105,mbpp,train,105,canonical_solution,"# Write a function to find whether an array is subset of another array.
def is_subset(arr1, m, arr2, n): 
	hashset = set() 
	for i in range(0, m): 
		hashset.add(arr1[i]) 
	for i in range(0, n): 
		if arr2[i] in hashset: 
			continue
		else: 
			return False
	return True		",passed,True,True,8.00063999993957e-05,11,10,10,1,0,0,1,4,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,90.7241220034487
106,mbpp,train,106,canonical_solution,"# Write a python function to count the total set bits from 1 to n.
def count_Set_Bits(n) :  
    n += 1; 
    powerOf2 = 2;   
    cnt = n // 2;  
    while (powerOf2 <= n) : 
        totalPairs = n // powerOf2;  
        cnt += (totalPairs // 2) * powerOf2;  
        if (totalPairs & 1) : 
            cnt += (n % powerOf2) 
        else : 
            cnt += 0
        powerOf2 <<= 1;    
    return cnt;  ",passed,True,True,3.14610333324102e-05,14,13,13,1,0,0,1,3,7,10,12,24,17,36,52.87076540327685,147.14866228501225,8.4,1236.048763194103,68.66937573300572,0.04904955409500408,76.01233725686714
107,mbpp,train,107,canonical_solution,"# Write a python function to convert a string to a list.
def Convert(string): 
    li = list(string.split("" "")) 
    return li ",passed,True,True,4.0764800000185154e-05,4,3,3,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
108,mbpp,train,108,canonical_solution,"# Write a function to count unique keys for each value present in the tuple.
from collections import defaultdict 
def get_unique(test_list):
  res = defaultdict(list)
  for sub in test_list:
    res[sub[1]].append(sub[0])
  res = dict(res)
  res_dict = dict()
  for key in res:
    res_dict[key] = len(list(set(res[key])))
  return (str(res_dict)) ",passed,True,True,0.00015371206666827674,11,10,10,1,0,0,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
109,mbpp,train,109,canonical_solution,"# Write a function to access the initial and last data of the given tuple record.
def front_and_rear(test_tup):
  res = (test_tup[0], test_tup[-1])
  return (res) ",passed,True,True,5.4492400000090883e-05,4,3,3,1,0,0,1,1,1,1,1,1,2,2,0.0,2.0,0.5,1.0,0.05555555555555555,0.0006666666666666666,100.0
110,mbpp,train,110,canonical_solution,"# Write a python function to check whether the product of digits of a number at even and odd places is equal or not.
def product_Equal(n): 
    if n < 10: 
        return False
    prodOdd = 1; prodEven = 1
    while n > 0: 
        digit = n % 10
        prodOdd *= digit 
        n = n//10
        if n == 0: 
            break; 
        digit = n % 10
        prodEven *= digit 
        n = n//10
    if prodOdd == prodEven: 
        return True
    return False",passed,True,True,2.771433334298005e-05,17,17,16,1,0,0,1,5,6,6,10,20,12,30,31.019550008653873,107.5488750216347,10.0,1075.488750216347,59.74937501201927,0.03584962500721157,72.73956569129695
111,mbpp,train,111,canonical_solution,"# Write a function to remove duplicates from a list of lists.
import itertools
def remove_duplicate(list1):
 list.sort(list1)
 remove_duplicate = list(list1 for list1,_ in itertools.groupby(list1))
 return remove_duplicate",passed,True,True,0.00010190503333357507,6,5,5,1,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
112,mbpp,train,112,canonical_solution,"# Write a function to check if the given tuple contains all valid values or not.
def check_valid(test_tup):
  res = not any(map(lambda ele: not ele, test_tup))
  return (res) ",passed,True,True,4.54841333333178e-05,4,4,3,1,0,0,1,1,1,2,2,2,3,4,2.0,6.339850002884625,0.5,3.1699250014423126,0.17610694452457293,0.002113283334294875,100.0
113,mbpp,train,113,canonical_solution,"# Write a python function to count the number of distinct power of prime factor of given number.
def count_Fac(n):  
    m = n 
    count = 0
    i = 2
    while((i * i) <= m): 
        total = 0
        while (n % i == 0): 
            n /= i 
            total += 1 
        temp = 0
        j = 1
        while((temp + j) <= total): 
            temp += j 
            count += 1
            j += 1 
        i += 1
    if (n != 1): 
        count += 1 
    return count ",passed,True,True,2.8708466667618875e-05,20,19,19,1,0,0,1,5,7,12,14,28,19,42,62.67103446305711,178.41295556463058,8.166666666666666,1457.0391371111496,80.9466187283972,0.059470985188210194,69.05030604174526
114,mbpp,train,114,canonical_solution,"# Write a function to convert the given string of integers into a tuple.
def str_to_tuple(test_str):
  res = tuple(map(int, test_str.split(', ')))
  return (res) ",passed,True,True,5.0587366666832166e-05,4,3,3,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
115,mbpp,train,115,canonical_solution,"# Write a function to find the perimeter of a rombus.
def rombus_perimeter(a):
  perimeter=4*a
  return perimeter",passed,True,True,2.5389433335476497e-05,4,3,3,1,0,0,1,1,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
116,mbpp,train,116,canonical_solution,"# Write a function to calculate the standard deviation.
import math
import sys
def sd_calc(data):
    n = len(data)
    if n <= 1:
        return 0.0
    mean, sd = avg_calc(data), 0.0
    for el in data:
        sd += (float(el) - mean)**2
    sd = math.sqrt(sd / float(n-1))
    return sd
def avg_calc(ls):
    n, mean = len(ls), 0.0
    if n <= 1:
        return ls[0]
    for el in ls:
        mean = mean + float(el)
    mean = mean / float(n)
    return mean",passed,True,True,5.978136666667429e-05,20,19,19,1,0,0,1,3,5,14,9,18,19,27,64.91260938324326,114.6940428629768,3.2142857142857144,368.65942348813974,20.48107908267443,0.03823134762099227,70.3938910194359
117,mbpp,train,117,canonical_solution,"# Write a function to create a list taking alternate elements from another given list.
def alternate_elements(list1):
    result=[]
    for item in list1[::2]:
        result.append(item)
    return result ",passed,True,True,9.504646666679643e-05,6,5,5,1,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
118,mbpp,train,118,canonical_solution,"# Write a function that matches a string that has an a followed by zero or more b's.
import re
def text_match(text):
        patterns = 'ab*?'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')",passed,True,True,3.191449999917495e-05,8,7,7,1,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
119,mbpp,train,119,canonical_solution,"# Write a function to add a dictionary to the tuple.
def add_dict_to_tuple(test_tup, test_dict):
  test_tup = list(test_tup)
  test_tup.append(test_dict)
  test_tup = tuple(test_tup)
  return (test_tup) ",passed,True,True,0.00011279883333372708,6,5,5,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
120,mbpp,train,120,canonical_solution,"# Write a function to find a path with the maximum average over all existing paths for the given square matrix of size n*n.
M = 100
def maxAverageOfPath(cost, N): 
	dp = [[0 for i in range(N + 1)] for j in range(N + 1)] 
	dp[0][0] = cost[0][0] 
	for i in range(1, N): 
		dp[i][0] = dp[i - 1][0] + cost[i][0] 
	for j in range(1, N): 
		dp[0][j] = dp[0][j - 1] + cost[0][j] 
	for i in range(1, N): 
		for j in range(1, N): 
			dp[i][j] = max(dp[i - 1][j], 
						dp[i][j - 1]) + cost[i][j] 
	return dp[N - 1][N - 1] / (2 * N - 1)",passed,True,True,0.00010026889999608102,14,12,13,1,0,0,1,7,4,14,14,28,18,42,61.30296890880645,175.1368500605771,4.0,700.5474002423084,38.91930001346158,0.05837895002019237,75.70312414755116
121,mbpp,train,121,canonical_solution,"# Write a function to filter the height and width of students which are stored in a dictionary.
def filter_data(students,h,w):
    result = {k: s for k, s in students.items() if s[0] >=h and s[1] >=w}
    return result    ",passed,True,True,0.00014993569999811976,4,4,3,1,0,0,1,4,2,6,3,6,8,9,17.509775004326936,27.0,1.0,27.0,1.5,0.009,100.0
122,mbpp,train,122,canonical_solution,"# Write a function to count the same pair in two given lists using map function.
from operator import eq
def count_same_pair(nums1, nums2):
    result = sum(map(eq, nums1, nums2))
    return result",passed,True,True,7.797936666615139e-05,5,4,4,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
123,mbpp,train,123,canonical_solution,"# Write a function to calculate the sum of all digits of the base to the specified power.
def power_base_sum(base, power):
    return sum([int(i) for i in str(pow(base, power))])",passed,True,True,4.00216333332537e-05,3,2,2,1,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
124,mbpp,train,124,canonical_solution,"# Write a function to extract values between quotation marks of the given string by using regex.
import re
def extract_quotation(text1):
  return (re.findall(r'""(.*?)""', text1))",passed,True,True,4.665293333800946e-05,4,3,3,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
125,mbpp,train,125,canonical_solution,"# Write a function to multiply the adjacent elements of the given tuple.
def multiply_elements(test_tup):
  res = tuple(i * j for i, j in zip(test_tup, test_tup[1:]))
  return (res) ",passed,True,True,6.297013333096401e-05,4,4,3,1,0,0,1,2,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
126,mbpp,train,126,canonical_solution,"# Write a function to remove all characters except letters and numbers using regex
import re 
def remove_char(S):
  result = re.sub('[\W_]+', '', S) 
  return result",passed,True,True,3.250083333341536e-05,5,4,4,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
127,mbpp,train,127,canonical_solution,"# Write a function to sum elements in two lists.
def sum_list(lst1,lst2):
  res_list = [lst1[i] + lst2[i] for i in range(len(lst1))] 
  return res_list",passed,True,True,7.302079999741788e-05,4,3,3,1,0,0,1,2,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
128,mbpp,train,128,canonical_solution,"# Write a function to add two lists using map and lambda function.
def add_list(nums1,nums2):
  result = map(lambda x, y: x + y, nums1, nums2)
  return list(result)",passed,True,True,5.957713333373249e-05,4,4,3,1,0,0,1,1,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
129,mbpp,train,129,canonical_solution,"# Write a function to remove consecutive duplicates of a given list.
from itertools import groupby
def consecutive_duplicates(nums):
    return [key for key, group in groupby(nums)] ",passed,True,True,0.00011213340000040261,4,3,3,1,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
130,mbpp,train,130,canonical_solution,"# Write a function to find the lateral surface area of a cone.
import math
def lateralsurface_cone(r,h):
  l = math.sqrt(r * r + h * h)
  LSA = math.pi * r  * l
  return LSA",passed,True,True,3.596823333206582e-05,6,5,5,1,0,0,1,1,2,7,5,10,9,15,21.651484454403228,47.548875021634686,1.4285714285714286,67.92696431662098,3.7737202398122767,0.01584962500721156,96.25552711495908
131,mbpp,train,131,canonical_solution,"# Write a function to replace all occurrences of spaces, commas, or dots with a colon.
import re
def replace_specialchar(text):
 return (re.sub(""[ ,.]"", "":"", text))",passed,True,True,2.9556799999378804e-05,4,3,3,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
