error,dataset,split,task_id,result,avg_test_time,passed_tests,compiled,loc,lloc,sloc,comments,multi,blank,single_comments,CC,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,MI,model
,mbpp,test,99,passed,0.0001499027999993,True,True,9.0,9.0,9.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,2.0,4.0,5.0,6.0,6.754887502163469,13.931568569324174,1.3333333333333333,18.575424759098897,1.0319680421721609,0.0046438561897747,70.63587335932266,codeLLama_0_shot
,mbpp,test,100,failed: name 'chain' is not defined,,False,True,5.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,101,passed,2.8902266666364085e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,84.96220422681199,codeLLama_0_shot
,mbpp,test,102,passed,2.9057466666652468e-05,True,True,12.0,11.0,12.0,0.0,0.0,0.0,0.0,7.0,3.0,9.0,5.0,10.0,12.0,15.0,33.28421251514428,53.77443751081735,1.6666666666666667,89.62406251802892,4.9791145843349405,0.0179248125036057,64.22406190784243,codeLLama_0_shot
,mbpp,test,103,failed: ,,False,True,5.0,4.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,104,passed,4.171026666666873e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.5,1.0,0.0555555555555555,0.0006666666666666,91.19102358831414,codeLLama_0_shot
,mbpp,test,105,passed,4.221220000033554e-05,True,True,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,106,failed: ,,False,True,11.0,11.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,107,passed,4.088103333401705e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,108,passed,6.224110000043007e-05,True,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,79.7423427057672,codeLLama_0_shot
,mbpp,test,109,passed,7.458209996305717e-05,True,True,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,84.58174335197131,codeLLama_0_shot
,mbpp,test,110,passed,7.382806666666279e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,6.0,14.0,13.0,27.0,20.0,40.0,68.81274391313339,172.8771237954945,5.785714285714286,1000.2176448167896,55.567646934266094,0.0576257079318315,66.41524854280154,codeLLama_0_shot
,mbpp,test,111,passed,0.0026431570333333,True,True,15.0,15.0,15.0,0.0,0.0,0.0,0.0,5.0,5.0,13.0,9.0,18.0,18.0,27.0,59.71535681027101,112.58797503894245,3.4615384615384617,389.7276059040315,21.651533661335083,0.0375293250129808,59.30769893387619,codeLLama_0_shot
,mbpp,test,112,passed,5.144107277000001,True,True,15.0,15.0,15.0,0.0,0.0,0.0,0.0,11.0,8.0,13.0,11.0,21.0,21.0,32.0,72.10571633583419,140.55415752892034,6.461538461538462,908.1960948022544,50.45533860012525,0.0468513858429734,57.82602560232108,codeLLama_0_shot
,mbpp,test,113,failed: ,,False,True,6.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,114,failed: ,,False,True,8.0,8.0,8.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,4.0,7.0,10.0,11.0,23.509775004326936,36.541209043760986,2.3333333333333335,85.26282110210897,4.736823394561609,0.0121804030145869,68.81938930053867,codeLLama_0_shot
,mbpp,test,115,passed,4.2899833332891527e-05,True,True,12.0,7.0,7.0,5.0,0.0,0.0,5.0,4.0,4.0,11.0,7.0,14.0,15.0,21.0,46.053747805010275,82.0447025077789,2.5454545454545454,208.84106092889172,11.602281162716206,0.0273482341692596,96.389950019398,codeLLama_0_shot
,mbpp,test,116,passed,3.18303333334787e-05,True,True,9.0,9.0,9.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,6.0,11.0,11.0,17.0,27.11941547876375,58.81033751683406,4.583333333333333,269.54738028548945,14.97485446030497,0.0196034458389446,66.25643864317725,codeLLama_0_shot
,mbpp,test,117,passed,4.395166664229085e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.28848882059837,codeLLama_0_shot
,mbpp,test,118,passed,0.0001009652333333,True,True,17.0,17.0,17.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,6.0,10.0,11.0,16.0,27.651484454403228,55.35090589819677,2.857142857142857,158.14544542341932,8.785858079078851,0.0184503019660655,60.012128709014384,codeLLama_0_shot
,mbpp,test,119,passed,0.0001154658333386,True,True,8.0,8.0,7.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,75.28967674449181,codeLLama_0_shot
,mbpp,test,120,failed: ,,False,True,10.0,11.0,10.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,8.0,8.0,13.0,16.36452797660028,39.0,2.4,93.6,5.199999999999999,0.013,65.73893334549253,codeLLama_0_shot
,mbpp,test,121,passed,6.054776666625609e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,122,passed,5.319743334742573e-05,True,True,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,84.71624627594792,codeLLama_0_shot
,mbpp,test,123,failed: ,,False,True,4.0,5.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,76.012549340051,codeLLama_0_shot
,mbpp,test,124,passed,2.6848799999849387e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,3.0,6.0,7.0,9.0,13.60964047443681,25.26619429851844,1.2,30.319433158222125,1.6844129532345624,0.0084220647661728,83.47823723435607,codeLLama_0_shot
,mbpp,test,125,passed,2.8722566666298612e-05,True,True,15.0,15.0,15.0,0.0,0.0,0.0,0.0,4.0,5.0,22.0,17.0,34.0,27.0,51.0,109.71713608445737,242.49926261033693,3.863636363636364,936.9289691763018,52.05160939868344,0.0808330875367789,57.109002140509965,codeLLama_0_shot
,mbpp,test,126,passed,8.488526666686388e-05,True,True,6.0,5.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,76.14705226402761,codeLLama_0_shot
,mbpp,test,127,failed: ,,False,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,8.0,7.0,12.0,12.75488750216347,33.68825906469125,3.0,101.06477719407376,5.614709844115208,0.0112294196882304,71.92650281729603,codeLLama_0_shot
,mbpp,test,128,passed,2.866089999618756e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,4.0,5.0,6.0,8.0,13.931568569324174,0.5,6.965784284662087,0.3869880158145604,0.0046438561897747,85.28853641650139,codeLLama_0_shot
,mbpp,test,129,passed,9.465086666674932e-05,True,True,9.0,9.0,9.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,73.90483161137286,codeLLama_0_shot
,mbpp,test,130,passed,8.573946666672328e-05,True,True,8.0,11.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,8.0,14.0,11.0,22.0,27.651484454403228,76.10749561002055,4.0,304.4299824400822,16.912776802226787,0.0253691652033401,63.84031195612592,codeLLama_0_shot
,mbpp,test,131,passed,0.0001337100999999,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,4.0,5.0,4.754887502163469,10.0,0.5,5.0,0.2777777777777778,0.0033333333333333,86.16232350371921,codeLLama_0_shot
,mbpp,test,132,passed,6.918149999985227e-05,True,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,133,failed: ,,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,6.0,7.0,10.0,12.75488750216347,28.07354922057604,2.25,63.16548574629609,3.509193652572005,0.009357849740192,83.02333975984104,codeLLama_0_shot
,mbpp,test,134,passed,5.123086666666647e-05,True,True,7.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,76.55471099040834,codeLLama_0_shot
,mbpp,test,135,failed: ,,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,136,passed,8.708676666723629e-05,True,True,8.0,8.0,8.0,0.0,0.0,0.0,0.0,4.0,4.0,10.0,13.0,24.0,14.0,37.0,41.219280948873624,140.87213211613133,4.8,676.1862341574304,37.56590189763502,0.0469573773720437,64.71591428618116,codeLLama_0_shot
,mbpp,test,137,failed: name 'closest' is not defined,,False,True,10.0,9.0,9.0,0.0,0.0,1.0,0.0,2.0,4.0,8.0,5.0,10.0,12.0,15.0,32.0,53.77443751081735,2.5,134.43609377704337,7.468671876502409,0.0179248125036057,66.79766732684058,codeLLama_0_shot
,mbpp,test,138,passed,7.867279999421347e-05,True,True,11.0,11.0,11.0,0.0,0.0,0.0,0.0,6.0,5.0,9.0,5.0,10.0,14.0,15.0,40.13896548741762,57.110323830864054,2.7777777777777777,158.6397884190668,8.813321578837044,0.019036774610288,64.17554098553683,codeLLama_0_shot
,mbpp,test,139,passed,3.436843333777991e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,6.0,10.0,8.0,16.0,16.0,24.0,48.72905595320056,96.0,4.8,460.7999999999999,25.6,0.032,68.60753567419461,codeLLama_0_shot
,mbpp,test,140,passed,3.0022999999346213e-05,True,True,7.0,6.0,6.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,3.0,6.0,8.0,9.0,16.36452797660028,27.0,1.8,48.6,2.7,0.009,72.73400286273859,codeLLama_0_shot
,mbpp,test,141,passed,9.130000000000156e-05,True,True,18.0,19.0,17.0,0.0,0.0,1.0,0.0,4.0,4.0,8.0,4.0,8.0,12.0,12.0,32.0,43.01955000865388,2.0,86.03910001730776,4.779950000961542,0.0143398500028846,59.99385045969691,codeLLama_0_shot
,mbpp,test,142,failed: ,,False,True,9.0,6.0,6.0,3.0,0.0,0.0,3.0,2.0,6.0,17.0,14.0,27.0,23.0,41.0,84.99664330558272,185.4660401983375,4.764705882352941,883.6911327097259,49.093951817207,0.0618220133994458,95.95085191487344,codeLLama_0_shot
,mbpp,test,143,passed,0.0001029361666648,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,144,failed: ,,False,True,9.0,9.0,9.0,0.0,0.0,0.0,0.0,3.0,8.0,8.0,8.0,16.0,16.0,24.0,48.0,96.0,8.0,768.0,42.666666666666664,0.032,64.90079020556755,codeLLama_0_shot
,mbpp,test,145,passed,8.157159999999664e-05,True,True,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,146,passed,0.0001555797666668,True,True,4.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,147,passed,5.403163333236686e-05,True,True,9.0,9.0,9.0,0.0,0.0,0.0,0.0,3.0,6.0,11.0,7.0,13.0,17.0,20.0,53.563522809337215,81.7492568250068,3.5454545454545454,289.8382741977514,16.102126344319522,0.0272497522750022,65.38944263673625,codeLLama_0_shot
,mbpp,test,148,passed,3.943296666667114e-05,True,True,14.0,12.0,12.0,0.0,0.0,2.0,0.0,18.0,5.0,32.0,24.0,52.0,37.0,76.0,171.60964047443682,395.9184557878002,4.0625,1608.4187266379383,89.35659592432991,0.1319728185959334,55.84925688173,codeLLama_0_shot
,mbpp,test,149,failed: ,,False,True,7.0,7.0,7.0,0.0,0.0,0.0,0.0,3.0,7.0,12.0,10.0,20.0,19.0,30.0,62.67103446305711,127.43782540330756,5.833333333333333,743.3873148526274,41.29929526959041,0.0424792751344358,66.42022623164985,codeLLama_0_shot
,mbpp,test,150,passed,0.0001098075333326,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.28848882059837,codeLLama_0_shot
,mbpp,test,151,passed,2.8220866666591368e-05,True,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,6.0,7.0,9.0,12.75488750216347,25.26619429851844,2.25,56.848937171666485,3.158274287314805,0.0084220647661728,74.66308527157166,codeLLama_0_shot
,mbpp,test,152,passed,3.7383599999999775e-05,True,True,5.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,9.0,5.0,10.0,12.0,15.0,33.28421251514428,53.77443751081735,1.6666666666666667,89.62406251802892,4.9791145843349405,0.0179248125036057,74.61466703602454,codeLLama_0_shot
,mbpp,test,153,passed,3.316779999901579e-05,True,True,13.0,11.0,11.0,0.0,0.0,2.0,0.0,3.0,6.0,11.0,9.0,18.0,17.0,27.0,53.563522809337215,110.36149671375918,4.909090909090909,541.7746202311814,30.098590012843413,0.036787165571253,62.575753076953426,codeLLama_0_shot
,mbpp,test,154,failed: ,,False,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,77.88058292795313,codeLLama_0_shot
,mbpp,test,155,passed,6.793923333437609e-05,True,True,7.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,5.0,10.0,13.0,15.0,36.52932501298081,55.506595772116384,2.2222222222222223,123.34799060470309,6.852666144705727,0.0185021985907054,68.81312627594012,codeLLama_0_shot
,mbpp,test,156,passed,2.6707699998951284e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,8.0,8.0,12.0,16.0,36.0,4.0,144.0,8.0,0.012,71.85918018627703,codeLLama_0_shot
,mbpp,test,157,passed,5.030123333333118e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,74.28529248621352,codeLLama_0_shot
,mbpp,test,158,passed,2.6593499999923627e-05,True,True,7.0,7.0,7.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,4.0,8.0,9.0,12.0,20.264662506490406,38.03910001730775,2.0,76.0782000346155,4.226566668589751,0.0126797000057692,70.09676010342874,codeLLama_0_shot
,mbpp,test,159,passed,5.912709999999303e-05,True,True,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,84.71624627594792,codeLLama_0_shot
,mbpp,test,160,passed,2.6018399999353885e-05,True,True,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,81.99083716851001,codeLLama_0_shot
,mbpp,test,161,passed,3.3746866666698834e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,3.0,6.0,8.0,9.0,17.509775004326936,27.0,1.0,27.0,1.5,0.009,72.599499938762,codeLLama_0_shot
,mbpp,test,162,passed,3.82059333333018e-05,True,True,5.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,163,passed,0.0001406278666668,True,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,164,passed,2.7824766668042385e-05,True,True,9.0,10.0,9.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,5.0,10.0,12.0,15.0,32.0,53.77443751081735,2.5,134.43609377704337,7.468671876502409,0.0179248125036057,65.3960063013103,codeLLama_0_shot
,mbpp,test,165,passed,4.046446666545004e-05,True,True,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,4.0,5.0,6.0,8.0,13.931568569324174,0.5,6.965784284662087,0.3869880158145604,0.0046438561897747,81.44728802389771,codeLLama_0_shot
,mbpp,test,166,passed,4.013750000619136e-05,True,True,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,4.0,7.0,8.0,11.0,16.36452797660028,33.0,2.1,69.3,3.85,0.011,73.85103304031689,codeLLama_0_shot
,mbpp,test,167,passed,4.220096667874411e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,168,passed,3.2703599998740174e-05,True,True,18.0,18.0,18.0,0.0,0.0,0.0,0.0,4.0,7.0,10.0,10.0,20.0,17.0,30.0,52.87076540327685,122.6238852375102,7.0,858.3671966625714,47.68706648125397,0.0408746284125033,57.45528890151195,codeLLama_0_shot
,mbpp,test,169,failed: name 'asin' is not defined,,False,True,11.0,8.0,8.0,2.0,0.0,1.0,2.0,1.0,5.0,18.0,11.0,22.0,23.0,33.0,86.66829050039843,149.27754454988144,3.0555555555555554,456.12583056908215,25.340323920504563,0.0497591815166271,90.1008619464768,codeLLama_0_shot
,mbpp,test,170,passed,5.547240000017458e-05,True,True,19.0,18.0,18.0,0.0,0.0,1.0,0.0,4.0,4.0,11.0,7.0,14.0,15.0,21.0,46.053747805010275,82.0447025077789,2.5454545454545454,208.84106092889172,11.602281162716206,0.0273482341692596,58.5428090149406,codeLLama_0_shot
,mbpp,test,171,failed: ,,False,True,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,172,passed,6.691406667111247e-05,True,True,7.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,4.0,8.0,10.0,12.0,24.406371956566694,39.863137138648355,1.7142857142857142,68.33680652339717,3.796489251299843,0.0132877123795494,69.81982754625282,codeLLama_0_shot
,mbpp,test,173,passed,4.993353333399379e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.42299174457497,codeLLama_0_shot
,mbpp,test,174,"failed: unmatched ')' (<string>, line 2)",,False,False,,,,,,,,,,,,,,,,,,,,,,codeLLama_0_shot
,mbpp,test,175,passed,3.8831033331613675e-05,True,True,6.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,176,passed,0.0002659549333332,True,True,8.0,8.0,8.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,11.0,22.0,13.0,33.0,36.52932501298081,122.11451069865603,4.888888888888889,597.004274526763,33.16690414037572,0.040704836899552,65.15044391663517,codeLLama_0_shot
,mbpp,test,177,passed,4.353250000003565e-05,True,True,7.0,7.0,7.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,8.0,16.0,12.0,24.0,32.0,86.03910001730776,4.0,344.15640006923104,19.11980000384617,0.0286797000057692,67.34578128360833,codeLLama_0_shot
,mbpp,test,178,passed,5.825543332775851e-05,True,True,17.0,17.0,17.0,0.0,0.0,0.0,0.0,10.0,7.0,14.0,11.0,22.0,21.0,33.0,72.95445336320968,144.94647495169912,5.5,797.2056122343452,44.28920067968584,0.0483154916505663,56.68119780061228,codeLLama_0_shot
,mbpp,test,179,passed,3.61614333333297e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,5.0,10.0,11.0,15.0,30.529325012980813,51.89147427955947,1.1111111111111112,57.65719364395497,3.203177424664165,0.0172971580931864,81.28971476664886,codeLLama_0_shot
,mbpp,test,180,passed,2.5967366666668213e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.5574946685516,codeLLama_0_shot
,mbpp,test,181,failed: ,,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.28848882059837,codeLLama_0_shot
,mbpp,test,182,passed,8.530473333697348e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,183,passed,2.712086666747382e-05,True,True,11.0,11.0,11.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,5.0,10.0,11.0,15.0,27.651484454403228,51.89147427955947,2.857142857142857,148.26135508445563,8.236741949136423,0.0172971580931864,65.00496675830821,codeLLama_0_shot
,mbpp,test,184,passed,6.065436666820763e-05,True,True,14.0,14.0,14.0,0.0,0.0,0.0,0.0,4.0,7.0,10.0,10.0,19.0,17.0,29.0,52.87076540327685,118.53642239625988,6.65,788.2672089351281,43.792622718618226,0.0395121407987532,59.9392548704384,codeLLama_0_shot
,mbpp,test,185,passed,0.0001365924666667,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.28848882059837,codeLLama_0_shot
,mbpp,test,186,passed,8.523193333331847e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.42299174457497,codeLLama_0_shot
,mbpp,test,187,passed,4.17231666688167e-05,True,True,7.0,6.0,6.0,0.0,0.0,1.0,0.0,3.0,5.0,13.0,8.0,15.0,18.0,23.0,59.71535681027101,95.90827503317318,2.8846153846153846,276.658485672615,15.369915870700831,0.0319694250110577,68.74494550507636,codeLLama_0_shot
,mbpp,test,188,passed,3.1665766679604225e-05,True,True,7.0,7.0,7.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,4.0,7.0,9.0,11.0,19.60964047443681,34.86917501586544,2.8,97.63369004442322,5.424093891356845,0.0116230583386218,70.3613561036311,codeLLama_0_shot
,mbpp,test,189,passed,9.65652999999141e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.28848882059837,codeLLama_0_shot
,mbpp,test,190,passed,4.1219166663116386e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.5574946685516,codeLLama_0_shot
,mbpp,test,191,failed: ,,False,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,88.28848882059837,codeLLama_0_shot
,mbpp,test,192,passed,2.9511366666194287e-05,True,True,7.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,4.0,8.0,10.0,12.0,23.509775004326936,39.863137138648355,2.6666666666666665,106.3016990363956,5.905649946466422,0.0132877123795494,70.08883339420603,codeLLama_0_shot
,mbpp,test,193,passed,3.1296000000224924e-05,True,True,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,codeLLama_0_shot
,mbpp,test,194,passed,7.721610000000674e-05,True,True,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.5,1.0,0.0555555555555555,0.0006666666666666,87.34977519571046,codeLLama_0_shot
,mbpp,test,195,passed,8.562686666664376e-05,True,True,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,84.58174335197131,codeLLama_0_shot
,mbpp,test,196,passed,6.188313333332918e-05,True,True,10.0,10.0,10.0,0.0,0.0,0.0,0.0,6.0,6.0,11.0,15.0,30.0,17.0,45.0,53.563522809337215,183.9358278562653,8.181818181818182,1504.9295006421703,83.60719448012058,0.0613119426187551,61.521794988793744,codeLLama_0_shot
,mbpp,test,197,passed,2.7990299999676913e-05,True,True,4.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211,84.71624627594792,codeLLama_0_shot
